9.90785, 0, 7, 0.986847
21.1577, 3, 10, 0.122339
18.2962, 6, 15, 0.371858
47.7151, 9, 17, 0.491905
30.5589, 12, 21, 0.0827262
5.96988, 14, 25, 0.62296
4.75393, 17, 29, 0.680732
3.96271, 20, 33, 0.910915
7.1003, 22, 40, 0.27596
3.95208, 23, 47, 0.998683
10.0481, 26, 54, 0.895808
12.5311, 30, 57, 0.889498
12.4165, 34, 61, 0.661848
15.2239, 38, 66, 0.00381639
15.2239, 38, 76, 3.70851e-06
18.7655, 42, 80, 0.3218
7.5802, 45, 83, 0.00419927
4.25918, 46, 91, 0.710536
4.01546, 49, 97, 7.22378e-05
7.72951, 51, 103, 0.000309984
4.70407, 52, 111, 0.186713
4.70407, 52, 121, 3.40183e-09
5.34456, 53, 128, 1.93433e-09
7.08177, 54, 137, 0.0371509
7.08177, 54, 147, 5.42985e-06
5.10593, 54, 156, 1.97915e-21
4.85833, 54, 165, 0.569541
3.95627, 54, 173, 1.15975e-23
3.95627, 54, 183, 9.17135e-13
3.95627, 54, 193, 0.184466
3.95863, 55, 202, 1.98913e-42
4.39893, 57, 209, 0.000142124
4.11821, 57, 218, 0.246865
4.11821, 57, 228, 1.23481e-18
4.11821, 57, 238, 6.65141e-45
4.11821, 57, 248, 7.43619e-36
5.47371, 59, 256, 0.0152262
4.26937, 59, 265, 0.000849445
4.20841, 61, 272, 3.04882e-21
3.95863, 61, 281, 1.58115e-08
3.95863, 61, 291, 1.56803e-43
3.95863, 61, 301, 0
3.94713, 61, 310, 1.77782e-125
3.94713, 61, 320, 1.77716e-288
3.94713, 61, 330, 7.04188e-272
3.94713, 61, 340, 0
3.94713, 61, 350, 7.4579e-178
3.9947, 62, 358, 0
3.94205, 62, 367, 3.61511e-238
3.94205, 62, 377, 0
3.94205, 62, 387, 1.95515e-135
3.94205, 62, 397, 1.73892e-166
3.94205, 62, 407, 0
3.94205, 62, 417, 8.53781e-81
3.94205, 62, 427, 3.97273e-306
3.94205, 62, 437, 0
3.94205, 62, 447, 0
3.94205, 62, 457, 0
3.94205, 62, 467, 8.82814e-51
3.94205, 62, 477, 0
3.94378, 63, 486, 3.90392e-285
3.94378, 63, 496, 0
3.94378, 63, 506, 6.3858e-07
3.94378, 63, 516, 0
3.94378, 63, 526, 0
3.94378, 63, 536, 0
3.94378, 63, 546, 0
3.94378, 63, 556, 0
3.94378, 63, 566, 0
3.94183, 63, 575, 0
3.94183, 63, 585, 0
3.94183, 63, 595, 0
3.94183, 63, 605, 0
3.94183, 63, 615, 0
3.94183, 63, 625, 0
3.94183, 63, 635, 0
3.94183, 63, 645, 0
3.94183, 63, 655, 0
3.94183, 63, 665, 0
3.94183, 63, 675, 0
3.94183, 63, 685, 0
3.94183, 63, 695, 0
3.94183, 63, 705, 0
3.94183, 63, 715, 0
3.94183, 63, 725, 0
3.94183, 63, 735, 0
3.94183, 63, 745, 0
3.94183, 63, 755, 0
3.94183, 63, 765, 0
3.94183, 63, 775, 0
3.94183, 63, 785, 0
3.94183, 63, 795, 0
3.94183, 63, 805, 0
3.94183, 63, 815, 0
3.94183, 63, 825, 0
3.94183, 63, 835, 0
3.94183, 63, 845, 0
3.94183, 63, 855, 0
3.94183, 63, 865, 0
3.94183, 63, 875, 0
